Número Documento;Fecha Recepción;cufe;Fecha Emisión;Fecha Vencimiento;Tipo Identificación Adquiriente;Identificación Adquiriente;Nombre Adquiriente; SubTotal;Total Base Imponible;SubTotal Mas Tributos;Total Descuentos; Total Cargos;Total Anticipos;Total;estado;Usuario Creación;Fecha Creación;Descripción Error
CB8210189;2020-09-03 09:58:26.091;a5bcbc6c098c133b6a737e9771e60117d5abddc8f281e15ba617004283ed458875d277b901193c49db468fa875cc52f8;2020-04-17 00:00:00.0;2020-05-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;13500.00;34240.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:58:26.091;
CB8210186;2020-09-03 09:58:20.732;1026eac503a9835b4fa68c605a823ea91dcb5f00b215fce5638e05ca836ce63c93e5ffdab6fad0e060e898ddd768f72f;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;15559.00;0.00;15559.00;0.00;0.00;0.00;15559.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:58:20.732;
CB8210252;2020-09-03 09:56:15.397;bd87f00fcea7a2e9e104bf9331a410e2732186c2ffdd0f1abdf8c0f228d7426f79640c9a404e31f8ac3f3dc912c60fad;2020-04-19 00:00:00.0;2020-04-19 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;298887.00;0.00;298887.00;0.00;0.00;0.00;298887.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:56:15.397;
CB8210226;2020-09-03 09:55:24.398;c26544409252488d675739da145f77e8ba52edf50c19043804ae8bf8d40cc4f602be517a860c76796064ae4d6e9e9031;2020-04-17 00:00:00.0;2020-05-17 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;5856298.00;0.00;5856298.00;0.00;0.00;0.00;5856298.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:24.398;
CB8210232;2020-09-03 09:55:20.476;fe97e5e973065509c8602479def2a5fb0c7df94661c07e8eb7ebeb6cc5cacdadf3ad7f997d5fa3f050aea9b3541e0a5a;2020-04-17 00:00:00.0;2020-05-17 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;414545.00;0.00;414545.00;0.00;0.00;0.00;414545.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:20.477;
CB8210231;2020-09-03 09:55:08.366;48569307b1b749bc2e062688ae45dff8429987d28802183f4df0a885106258610b953430da7e7131f29fa186a0044c31;2020-04-17 00:00:00.0;2020-05-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;11219.00;0.00;11219.00;0.00;0.00;0.00;11219.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:08.366;
CB8210227;2020-09-03 09:55:06.389;67b33a326f515ada5150aa3e47e02590e4f5b61ed0c6fe65b2d7a423f0a6cc8d8ce06623613c3f6c56bdd564a90dadf7;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;901323312;UNION SALUD AMERICA;430111.00;0.00;430111.00;0.00;0.00;0.00;430111.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:06.39;
CB8210225;2020-09-03 09:54:52.452;c7ccac65299a8b318e8f357fb596a4cc06f8112a5885ba1f59c4fa0381ff31633e6c41872c51836ad76f8c67af00beb8;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:54:52.452;
CB8210224;2020-09-03 09:54:48.377;e0a84d7bafd2db98d414d13f8b719df56271249180ca4e2ba7392107a3d7b571cf030c241d4b07339bee4b977542db79;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:54:48.377;
CB8210223;2020-09-03 09:54:44.362;24ad3cff46b986cca19d1b509427b3f5bb954a528fe1e425793bb3665019c530d152d98b1d8ae149201cec85a8a5c581;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:54:44.362;
CB8210222;2020-09-03 09:54:42.532;387b849efd6474ab716869dfda23cc20ceca7b4390cbbc7f82598b5368cc4b87101ed845097f531d0f0b167938ada3a0;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:54:42.532;
CB8210221;2020-09-03 09:54:40.212;97b9135ba4e45c200960b240fd8176ae96b8601b121ed2ebbde1cf5c23005e35789ee670a6147532a947b6542cbbbed2;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:54:40.212;
CB8209926;2020-09-03 09:54:38.929;9f89192a99050f5763e94aeb9ac7598c0d34ed6580095fb6b5b870fe87e116fa0b54939a25a981a739e5543baa573424;2020-04-08 00:00:00.0;2020-05-08 00:00:00.0;31;860011153;POSITIVA COMPAÑIA DE SEGUROS SA;2434827.00;0.00;2434827.00;0.00;0.00;0.00;2434827.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:54:38.929;
CB8210219;2020-09-03 09:54:36.593;4ee566be550b1df34db5a865bb0eb12ddbdadbea9ffeb92c0ca168dc9bef9fa95031046af95d542afc8ec69df794e84f;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:54:36.593;
CB8209944;2020-09-03 09:54:34.597;f55847cbc5599e8b801414673cc83b690a97b344e780d73278e641e6b20a2f41588d808e12b69f33b0510d6252ce93c5;2020-04-08 00:00:00.0;2020-04-08 00:00:00.0;31;900138815;UNIDAD MATERNO INFANTIL DEL TOLIMA SA;1620635.00;0.00;1620635.00;0.00;0.00;0.00;1620635.00;Documento Validado con Error;F0001CNUESTRA                                     ;2020-09-03 09:54:34.597;[ {  "codigo" : "F113",  "valor" : "El campo [obligacionesAdquiriente] no corresponde con ninguno en la lista de Obligaciones."} ]
CB8209943;2020-09-03 09:54:29.909;43cdf07d6b399a8dcef565f156b4dba4df3b7880563c1b63399ecb72a8d026d2dffd6a4f8f65db783ec6dd0584aac857;2020-04-08 00:00:00.0;2020-04-08 00:00:00.0;31;900138815;UNIDAD MATERNO INFANTIL DEL TOLIMA SA;2588429.00;0.00;2588429.00;0.00;0.00;0.00;2588429.00;Documento Validado con Error;F0001CNUESTRA                                     ;2020-09-03 09:54:29.91;[ {  "codigo" : "F113",  "valor" : "El campo [obligacionesAdquiriente] no corresponde con ninguno en la lista de Obligaciones."} ]
CB8209940;2020-09-03 09:54:26.829;9e1ad4d9544d462363a9244323657e097e71940f015a5ef2c264747b262a9e26c1c6ce2376172f81b12b78613ccef2a2;2020-04-08 00:00:00.0;2020-04-08 00:00:00.0;31;800113672;SECRETARIA DEPARTAMENTAL DEL TOLIMA;11000000.00;0.00;11000000.00;0.00;0.00;0.00;11000000.00;Documento Validado con Error;F0001CNUESTRA                                     ;2020-09-03 09:54:26.83;[ {  "codigo" : "F123",  "valor" : "El correo del [aquiriente] es inválido"} ]
CB8209939;2020-09-03 09:54:20.188;ac106844820724ec8947824c3e41a02cb586ffd7315e6c042237b77f3a33a5578e89c77b757d0e1f5122e64699fb0179;2020-04-08 00:00:00.0;2020-05-08 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;127000.00;0.00;127000.00;0.00;0.00;0.00;127000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:54:20.189;
CB8210364;2020-09-03 09:57:06.552;e21dae606ed8860d29bdd66e813e56ab2549bbe686a9ee0b8d0127aed0b98cc6450d92b0c8ca9b3e15a30665e3168581;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;901323312;UNION SALUD AMERICA;85180.00;0.00;85180.00;0.00;0.00;0.00;85180.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:06.553;
CB8210365;2020-09-03 09:57:08.597;f0ab9121262df82d906b224ed3319bae6ceb19c93b6905728cabae7a58d13b642b3b61fcbfb60909e7a6326f9bc9d911;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:08.597;
CB8209938;2020-09-03 09:54:15.112;56ca76ee730a8c8c3d215d10ebf1e948fd2f3ea215cdcd77fe072ca5079a079ca52cc8eeeb3eae00b76b79cf0b6e6186;2020-04-08 00:00:00.0;2020-04-08 00:00:00.0;31;900156264;NUEVA EMPRESA PROMOTORA DE SALUD SA;20173273.00;0.00;20173273.00;0.00;0.00;0.00;20173273.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:54:15.113;
CB8209937;2020-09-03 09:53:57.142;f9d0adeacddbbbf693796e891eb1d1745e09c87a5dff4ace8024f097ac6a4482a006dc54641450a00dc70ab1f1e05b0d;2020-04-08 00:00:00.0;2020-05-08 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;127000.00;0.00;127000.00;0.00;0.00;0.00;127000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:53:57.143;
CB8209932;2020-09-03 09:53:37.475;bac1c090ee13ec0202d64723880003325d2093eeab62dccd9353ff239c66f05085ba64a5db60dbd7924a37310ba94ea6;2020-04-08 00:00:00.0;2020-04-08 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;1112662.00;0.00;1112662.00;0.00;0.00;0.00;1112662.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:53:37.476;
CB8209931;2020-09-03 09:53:32.595;e76af74d9b3d6b26dbd2ab5f2f0918a05d66408624d4a2b37b748055c736b45718f3cb1d84a50ddc3d9982ef44bcb229;2020-04-08 00:00:00.0;2020-05-08 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;837694.00;0.00;837694.00;0.00;0.00;0.00;837694.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:53:32.595;
CB8209930;2020-09-03 09:53:24.029;8e52addd4f58b1001ac49ae41d4ad1558a67795a983b7023da0b51a62833e9114b4656a8a428cecce7727892509a25e6;2020-04-08 00:00:00.0;2020-04-08 00:00:00.0;31;901323312;UNION SALUD AMERICA;2649585.80;0.00;2649585.80;0.00;0.00;0.00;2649585.80;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:53:24.029;
CB8209925;2020-09-03 09:53:05.519;addfdab8889b305686f08140cb611772044cbfd2798d74969dd522dcacaec71d0785a35ab6e859280d2e434c851152f5;2020-04-08 00:00:00.0;2020-04-08 00:00:00.0;31;901323312;UNION SALUD AMERICA;574457.00;0.00;574457.00;0.00;0.00;0.00;574457.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:53:05.52;
CB8209923;2020-09-03 09:53:03.115;5a174d2c058009635608cff9faba5b5768e3912003ad4aaa87420e738a0de7e426f035ce26949806c1b6e4f1658b14ed;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;0.00;84870.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:53:03.115;
CB8209922;2020-09-03 09:53:01.891;7e087300c13cb90615d5d9d362a07aef0c18ddafa479b9e65db4856903f289b1917c6f1edd3446fd6082242fbf73f3de;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;0.00;84870.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:53:01.892;
CB8209918;2020-09-03 09:53:00.2;ffa955e8285a41c506936c8b50e38a51f69c47105a983dbc4377bfc418bfb9c241311b808e6e8c172de861a301c04c16;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;41790.00;0.00;41790.00;0.00;0.00;0.00;41790.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:53:00.201;
CB8209917;2020-09-03 09:52:56.02;650af020d8b12148fad8af6c7ff2c217a2bdb0d02114804a60b4b185c0055f2084f85b1adb74dab13ba97791d44e3d2a;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;209518.00;0.00;209518.00;0.00;0.00;0.00;209518.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:56.02;
CB8209916;2020-09-03 09:52:51.006;1b70733f1fb07b319cf972c768d8385273271ac5936af6d77770e97ffb5d0350b75fb4851d89a61d5c669c81650fc7f1;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:51.007;
CB8209915;2020-09-03 09:52:45.581;02e348612e7d4a2d3240b29c867779842c97bc243d17a82ff62fc5f0af0319a8e43623d3e218ebc2d6cc3b4bbded6347;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;200637.00;0.00;200637.00;0.00;0.00;0.00;200637.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:45.581;
CB8209914;2020-09-03 09:52:40.419;33519c3b78e4a9e88b76a5042e6436442b46e8270ef90ac1b129a5952a525e4b55121b1fb226dc86c5cc8c4d2badba7b;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;58759.00;0.00;58759.00;0.00;0.00;0.00;58759.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:40.419;
CB8209913;2020-09-03 09:52:36.912;0aa1956269b338872f7758d24dd148dce65b4bf58e001e362c5fecf1d67fa1ae11f80d63bc57b3ca63d21bd127f07403;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;14910.00;0.00;14910.00;0.00;0.00;0.00;14910.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:36.913;
CB8210250;2020-09-03 09:55:56.472;f452f15b9f00f122ab07523433ea9b2d957ae04043ab250db65016d85dee46fa1b2c4285dad464236939d70a2544221a;2020-04-19 00:00:00.0;2020-05-19 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;280586.00;0.00;280586.00;0.00;0.00;0.00;280586.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:56.472;
CB8210249;2020-09-03 09:55:42.756;34274d0225df99961b2e353e76b9a2cbf568fbdbebe7f196666bd6a5bea67b5a004c82fa8eca92fdeea37c8dec7bf69a;2020-04-19 00:00:00.0;2020-05-19 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;0.00;47740.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:42.756;
CB8210248;2020-09-03 09:55:41.581;d1409b41b8743a7ac318746b31112790327bc6cb1a178eff22a7a8383e61f556ffd7b6d4bc587c9ebb743f74e0854b7d;2020-04-19 00:00:00.0;2020-05-19 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:41.581;
CB8210247;2020-09-03 09:55:40.37;85ecf42da81f051cce22c55ef4c98037b3e1a21cc6a0e9698ced28d73b720dc2972cf5c82ba34fd5595774e11fcf3e19;2020-04-19 00:00:00.0;2020-05-19 00:00:00.0;31;805000427;COOMEVA ENTIDAD PROMOTORA DE SALUD SA;36590.00;0.00;36590.00;0.00;0.00;3400.00;33190.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:40.37;
CB8210245;2020-09-03 09:55:37.064;72fa70eaeec9230fe0bd9d1cdd53376f1ad2b604b2a9cc0c9229bf14d320d2e7a081e4f243c71a81dc18a7f5ca4b50de;2020-04-19 00:00:00.0;2020-05-19 00:00:00.0;31;860002503;COMPAÑIA DE SEGUROS BOLIVAR SA;262760.00;0.00;262760.00;0.00;0.00;0.00;262760.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:37.064;
CB8210239;2020-09-03 09:55:35.969;eb5c701eadf41751bba556127f7f4cc61f3c55d676ce3b092acb4c23832ecf4eb1cd33cb60b4b357f941b9e78baa089c;2020-04-18 00:00:00.0;2020-04-18 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;31478.00;0.00;31478.00;0.00;0.00;0.00;31478.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:35.969;
CB8210241;2020-09-03 09:55:32.232;ff6e4e5ffd23cfb622fb0afb09bdf0915f7b950189cbbce6bcb97ecacc81dd3fbad4aa973021ba9546cdb43bc3152210;2020-04-18 00:00:00.0;2020-04-18 00:00:00.0;31;901323312;UNION SALUD AMERICA;47188.00;0.00;47188.00;0.00;0.00;0.00;47188.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:55:32.233;
CB8209912;2020-09-03 09:52:34.73;be32751b8a4101d8719eaa8f783dad54c27a20685535c87a4cf958e148dd704e2594bdd49502bb24d465b1944deaac36;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901097473;MEDIMAS EPS SAS;421980.00;0.00;421980.00;0.00;0.00;0.00;421980.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:34.73;
CB8209910;2020-09-03 09:52:26.929;206107cf96cd699806b59665c61ee74b576778559b3b9e42c5be681a4e4b762af91510eb5cc8b8dd0cd010a3ebea8374;2020-04-07 00:00:00.0;2020-05-07 00:00:00.0;31;830039670;DIRECCION GENERAL DE SANIDAD MILITAR;122369.00;0.00;122369.00;0.00;0.00;0.00;122369.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:26.929;
CB8209906;2020-09-03 09:52:17.67;7a64a8fa19d5b58204d4d545f5fecbc7af4b9a5c78149da367528a3b93d66d79f16d5b6fa6519f0b6eb87ca65dc1f684;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;92855.00;0.00;92855.00;0.00;0.00;0.00;92855.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:17.67;
CB8209905;2020-09-03 09:52:16.001;3a9f0f8fa8e9e831c58581b5edb5bc3d82bca9a498044f7fb40d160a4a833b915d857130d18271bab0e03fa4e68591e3;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;25858.00;0.00;25858.00;0.00;0.00;0.00;25858.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:16.001;
CB8209904;2020-09-03 09:52:11.267;c3709b4184d4b6642d9a73938c7d3abece15aa42de402a196df54087df9e4d64282a951c019b1ad133801f8f3e336716;2020-04-07 00:00:00.0;2020-05-07 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:11.267;
CB8209903;2020-09-03 09:52:05.291;56c79f58db7716065a83b3d1fd949ebd4b8163ea7e526aa4bc0f1e7bbaf9dbcc422ef8f7bd9c34fa1519ab067c9f8fc9;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;30168.00;0.00;30168.00;0.00;0.00;0.00;30168.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:05.291;
CB8209902;2020-09-03 09:52:04.035;ce64d9682f65af49a0a0f9d8a09221dd3f0489b717419bd8b89762e1176a7b70cfcf4a6905a56e983cabb87c83677c9e;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;16799.00;0.00;16799.00;0.00;0.00;0.00;16799.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:04.035;
CB8209901;2020-09-03 09:52:02.812;c2cac7aa218b3974343a763b761a285e8afb4297f7eead966b2caf99d84a2623d3ee910b9796cef3e1d32cf78e904cd1;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:02.812;
CB8209900;2020-09-03 09:52:01.924;e2b7854c885889bf4abaa746bfebfc8d21a23718a0c8225686b53e10beb5df3cbefaee8fedbf16c0f70671cb7a2a69b2;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;16799.00;0.00;16799.00;0.00;0.00;0.00;16799.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:01.925;
CB8209899;2020-09-03 09:52:01.77;ca7bf4bbf645091c89961ed1d4e6ea3868c4f7fa62a5ae1268cca0bca856f8cf36f5e985b81c942db3e3658cf34ebc02;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;93006.00;0.00;93006.00;0.00;0.00;0.00;93006.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:52:01.771;
CB8209898;2020-09-03 09:51:48.64;e09ef25d09e349f37752dae3ca75742183a5d9ec67f8d85b35fed8d4e9141b79cce04e780c8debfc98fbcde107897b3f;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;34529.00;0.00;34529.00;0.00;0.00;0.00;34529.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:48.641;
CB8209897;2020-09-03 09:51:47.273;b7efea92822a5be57807ee2a82444abe12dd22d0f367bedb0caf174e749dcb1b24a094be6a4f7bbe74af15824f7d345a;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;21267.00;0.00;21267.00;0.00;0.00;0.00;21267.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:47.274;
CB8209896;2020-09-03 09:51:45.89;77959f12cfb45ad8ecf9b4b53df1c5141e7fbff361e2b29641493394d5b8e7383371286b7c24276b251c467f5e94d8e8;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;44591.00;0.00;44591.00;0.00;0.00;0.00;44591.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:45.891;
CB8209895;2020-09-03 09:51:44.4;29a499d31dd76116942d4dd9908ffa032b7ebecfdeda5809b9da411f86ce40e54706fe9252f94ed9b77cc8327ab52ac4;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;16799.00;0.00;16799.00;0.00;0.00;0.00;16799.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:44.401;
CB8209894;2020-09-03 09:51:43.184;4dd7fa395b5de5d8c37fe2e2963cf3fdebeb281fe5f11a1f7e9e240f5321300fc4841decd914ff68f7852e72c0ac0817;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;78951.00;0.00;78951.00;0.00;0.00;0.00;78951.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:43.184;
CB8209934;2020-09-03 09:53:44.406;7ecb6eb3cf4d8fd61d722a1ba03586eef1fbb6ff90bba8ea13d679ffe577e4ae561d49d7a83271fad072eb3459ee7e57;2020-04-08 00:00:00.0;2020-05-08 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;141780.00;0.00;141780.00;0.00;0.00;0.00;141780.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:53:44.406;
CB8209893;2020-09-03 09:51:40.795;ef5a26377d5e75b84360fbcecf7c968aef2395483cf28049e02d6346cd73ea9431f61593a9a095a9f9a78c45e11cb2cf;2020-04-07 00:00:00.0;2020-04-07 00:00:00.0;31;901323312;UNION SALUD AMERICA;19498.00;0.00;19498.00;0.00;0.00;0.00;19498.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:40.796;
CB8210026;2020-09-03 09:51:31.528;4bf04ea2f9c1ac845771e1ba638308a1c1d1c16ba7652b96f572ce23832ed568647db098ffe7fcd4824d626fe9011e36;2020-04-11 00:00:00.0;2020-05-11 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;160255.00;0.00;160255.00;0.00;0.00;0.00;160255.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:31.529;
CB8210025;2020-09-03 09:51:29.692;8d4868e5f4e475cd20cb12012a535f412d1ba9fb65f16ba69ed055736b3d0ba025df74143a2274d902cdbe606d7b036c;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;49272.00;0.00;49272.00;0.00;0.00;0.00;49272.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:29.692;
CB8210024;2020-09-03 09:51:26.824;9da223149af11e0ee2d9d1a21cd69f8d541536a1cd2f0a9ebbe4f783764e4e85d278320d1d704daef884c4595ee18577;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:26.824;
CB8210022;2020-09-03 09:51:25.925;53090d8e4142df7634a86e7081d756d37ff68d251331407612cdfd604fca06d7c16e307c9db746b11f9738186d6228d5;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;16799.00;0.00;16799.00;0.00;0.00;0.00;16799.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:51:25.925;
